TableS4. Integrated SFTSV sequences for Strains annottated for all the three segments information,,,,,,,,,,,,,,,,,,
accession_L,length_L,collection_date_L,host_L,strain,country_original_L,segment_L,accession_M,length_M,collection_date_M,host_M,country_original_M,segment_M,accession_S,length,collection_date,host,country_original,segment
OM453271,6368,1/1/2016,Homo sapiens,16-China_Henan-81,China: Henan,L,OM452594,3378,1/1/2016,Homo sapiens,China: Henan,M,OM451902,1744,42370,Homo sapiens,China: Henan,S
MN509962,6368,1/1/2016,Homo sapiens,16-China_Hubei-203,China,L,MN510128,3378,1/1/2016,Homo sapiens,China,M,MN510263,1744,42370,Homo sapiens,China,S
OM453261,6368,1/1/2016,Homo sapiens,16-China_Hubei-471,China: Hubei,L,OM452585,3378,1/1/2016,Homo sapiens,China: Hubei,M,OM451895,1744,42370,Homo sapiens,China: Hubei,S
MF094730,6368,1/1/2016,Homo sapiens,16KS10,South Korea,L,MF094755,3378,1/1/2016,Homo sapiens,South Korea,M,MF094780,1745,42370,Homo sapiens,South Korea,S
MF094732,6368,1/1/2016,Homo sapiens,16KS15,South Korea,L,MF094757,3378,1/1/2016,Homo sapiens,South Korea,M,MF094782,1745,42370,Homo sapiens,South Korea,S
MF094734,6368,1/1/2016,Homo sapiens,16KS17,South Korea,L,MF094759,3378,1/1/2016,Homo sapiens,South Korea,M,MF094784,1745,42370,Homo sapiens,South Korea,S
MF094735,6368,1/1/2016,Homo sapiens,16KS19,South Korea,L,MF094760,3378,1/1/2016,Homo sapiens,South Korea,M,MF094785,1745,42370,Homo sapiens,South Korea,S
MF094736,6368,1/1/2016,Homo sapiens,16KS20,South Korea,L,MF094761,3378,1/1/2016,Homo sapiens,South Korea,M,MF094786,1745,42370,Homo sapiens,South Korea,S
MF094737,6368,1/1/2016,Homo sapiens,16KS23,South Korea,L,MF094762,3378,1/1/2016,Homo sapiens,South Korea,M,MF094787,1745,42370,Homo sapiens,South Korea,S
MF094738,6368,1/1/2016,Homo sapiens,16KS24,South Korea,L,MF094763,3378,1/1/2016,Homo sapiens,South Korea,M,MF094788,1745,42370,Homo sapiens,South Korea,S
MF094739,6368,1/1/2016,Homo sapiens,16KS26,South Korea,L,MF094764,3378,1/1/2016,Homo sapiens,South Korea,M,MF094789,1745,42370,Homo sapiens,South Korea,S
MF094740,6368,1/1/2016,Homo sapiens,16KS28,South Korea,L,MF094765,3378,1/1/2016,Homo sapiens,South Korea,M,MF094790,1745,42370,Homo sapiens,South Korea,S
MF094741,6368,1/1/2016,Homo sapiens,16KS29,South Korea,L,MF094766,3378,1/1/2016,Homo sapiens,South Korea,M,MF094791,1745,42370,Homo sapiens,South Korea,S
MF094742,6368,1/1/2016,Homo sapiens,16KS30,South Korea,L,MF094767,3378,1/1/2016,Homo sapiens,South Korea,M,MF094792,1745,42370,Homo sapiens,South Korea,S
MF094743,6368,1/1/2016,Homo sapiens,16KS31,South Korea,L,MF094768,3378,1/1/2016,Homo sapiens,South Korea,M,MF094793,1745,42370,Homo sapiens,South Korea,S
MF094744,6368,1/1/2016,Homo sapiens,16KS33,South Korea,L,MF094769,3378,1/1/2016,Homo sapiens,South Korea,M,MF094794,1745,42370,Homo sapiens,South Korea,S
MF094728,6368,1/1/2016,Homo sapiens,16KS4,South Korea,L,MF094753,3378,1/1/2016,Homo sapiens,South Korea,M,MF094778,1745,42370,Homo sapiens,South Korea,S
MF094745,6368,1/1/2016,Homo sapiens,16KS40,South Korea,L,MF094770,3378,1/1/2016,Homo sapiens,South Korea,M,MF094795,1745,42370,Homo sapiens,South Korea,S
MF094746,6368,1/1/2016,Homo sapiens,16KS41,South Korea,L,MF094771,3378,1/1/2016,Homo sapiens,South Korea,M,MF094796,1745,42370,Homo sapiens,South Korea,S
MF094747,6368,1/1/2016,Homo sapiens,16KS42,South Korea,L,MF094772,3378,1/1/2016,Homo sapiens,South Korea,M,MF094797,1745,42370,Homo sapiens,South Korea,S
MF094748,6368,1/1/2016,Homo sapiens,16KS43,South Korea,L,MF094773,3378,1/1/2016,Homo sapiens,South Korea,M,MF094798,1745,42370,Homo sapiens,South Korea,S
MF094749,6368,1/1/2016,Homo sapiens,16KS45,South Korea,L,MF094774,3378,1/1/2016,Homo sapiens,South Korea,M,MF094799,1745,42370,Homo sapiens,South Korea,S
MF094750,6368,1/1/2016,Homo sapiens,16KS47,South Korea,L,MF094775,3378,1/1/2016,Homo sapiens,South Korea,M,MF094800,1745,42370,Homo sapiens,South Korea,S
MF094751,6368,1/1/2016,Homo sapiens,16KS51,South Korea,L,MF094776,3378,1/1/2016,Homo sapiens,South Korea,M,MF094801,1745,42370,Homo sapiens,South Korea,S
MF094752,6368,1/1/2016,Homo sapiens,16KS52,South Korea,L,MF094777,3378,1/1/2016,Homo sapiens,South Korea,M,MF094802,1745,42370,Homo sapiens,South Korea,S
MF094729,6368,1/1/2016,Homo sapiens,16KS7,South Korea,L,MF094754,3378,1/1/2016,Homo sapiens,South Korea,M,MF094779,1745,42370,Homo sapiens,South Korea,S
MF094733,6368,1/1/2016,Homo sapiens,16MS104,South Korea,L,MF094758,3378,1/1/2016,Homo sapiens,South Korea,M,MF094783,1745,42370,Homo sapiens,South Korea,S
MF094731,6368,1/1/2016,Homo sapiens,16MS62,South Korea,L,MF094756,3378,1/1/2016,Homo sapiens,South Korea,M,MF094781,1745,42370,Homo sapiens,South Korea,S
OM453280,6368,1/1/2017,Homo sapiens,17-China_Henan-101,China: Henan,L,OM452602,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451908,1744,42736,Homo sapiens,China: Henan,S
OM453284,6368,1/1/2017,Homo sapiens,17-China_Henan-107,China: Henan,L,OM452605,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451912,1744,42736,Homo sapiens,China: Henan,S
MN509982,6368,1/1/2017,Homo sapiens,17-China_Henan-110,China,L,MN510129,3378,1/1/2017,Homo sapiens,China,M,MN510285,1744,42736,Homo sapiens,China,S
MN509983,6368,1/1/2017,Homo sapiens,17-China_Henan-112,China,L,MN510130,3378,1/1/2017,Homo sapiens,China,M,MN510286,1744,42736,Homo sapiens,China,S
OM453288,6368,1/1/2017,Homo sapiens,17-China_Henan-113,China: Henan,L,OM452609,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451915,1744,42736,Homo sapiens,China: Henan,S
OM453287,6368,1/1/2017,Homo sapiens,17-China_Henan-114,China: Henan,L,OM452608,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451914,1744,42736,Homo sapiens,China: Henan,S
MN509984,6368,1/1/2017,Homo sapiens,17-China_Henan-116,China,L,MN510131,3378,1/1/2017,Homo sapiens,China,M,MN510287,1744,42736,Homo sapiens,China,S
OM453294,6368,1/1/2017,Homo sapiens,17-China_Henan-128,China: Henan,L,OM452614,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451921,1744,42736,Homo sapiens,China: Henan,S
OM453296,6368,1/1/2017,Homo sapiens,17-China_Henan-13,China: Henan,L,OM452616,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451923,1744,42736,Homo sapiens,China: Henan,S
OM453298,6368,1/1/2017,Homo sapiens,17-China_Henan-136,China: Henan,L,OM452618,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451925,1744,42736,Homo sapiens,China: Henan,S
OM453272,6368,1/1/2017,Homo sapiens,17-China_Henan-138,China: Henan,L,OM452595,3378,1/1/2017,Homo sapiens,China: Henan,M,MN510289,1744,42736,Homo sapiens,China,S
OM453299,6368,1/1/2017,Homo sapiens,17-China_Henan-139,China: Henan,L,OM452619,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451926,1744,42736,Homo sapiens,China: Henan,S
MN509986,6368,1/1/2017,Homo sapiens,17-China_Henan-142,China,L,MN510132,3378,1/1/2017,Homo sapiens,China,M,MN510290,1744,42736,Homo sapiens,China,S
MN509987,6368,1/1/2017,Homo sapiens,17-China_Henan-143,China,L,MN510133,3378,1/1/2017,Homo sapiens,China,M,MN510291,1744,42736,Homo sapiens,China,S
OM453304,6368,1/1/2017,Homo sapiens,17-China_Henan-147,China: Henan,L,OM452624,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451931,1744,42736,Homo sapiens,China: Henan,S
OM453305,6368,1/1/2017,Homo sapiens,17-China_Henan-148,China: Henan,L,OM452625,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451932,1744,42736,Homo sapiens,China: Henan,S
MN509988,6368,1/1/2017,Homo sapiens,17-China_Henan-154,China,L,OM452596,3378,1/1/2017,Homo sapiens,China: Henan,M,MN510292,1744,42736,Homo sapiens,China,S
OM453316,6368,1/1/2017,Homo sapiens,17-China_Henan-163,China: Henan,L,OM452635,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451942,1744,42736,Homo sapiens,China: Henan,S
OM453318,6368,1/1/2017,Homo sapiens,17-China_Henan-165,China: Henan,L,OM452637,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451944,1744,42736,Homo sapiens,China: Henan,S
OM453323,6368,1/1/2017,Homo sapiens,17-China_Henan-177,China: Henan,L,OM452640,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451949,1744,42736,Homo sapiens,China: Henan,S
MN509989,6368,1/1/2017,Homo sapiens,17-China_Henan-178,China,L,OM452597,3378,1/1/2017,Homo sapiens,China: Henan,M,MN510293,1744,42736,Homo sapiens,China,S
OM453330,6368,1/1/2017,Homo sapiens,17-China_Henan-190,China: Henan,L,OM452645,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451954,1744,42736,Homo sapiens,China: Henan,S
OM453333,6368,1/1/2017,Homo sapiens,17-China_Henan-194,China: Henan,L,OM452648,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451957,1744,42736,Homo sapiens,China: Henan,S
MN509990,6368,1/1/2017,Homo sapiens,17-China_Henan-215,China,L,MN510134,3378,1/1/2017,Homo sapiens,China,M,MN510294,1744,42736,Homo sapiens,China,S
OM453273,6368,1/1/2017,Homo sapiens,17-China_Henan-218,China: Henan,L,MN510135,3378,1/1/2017,Homo sapiens,China,M,OM451903,1744,42736,Homo sapiens,China: Henan,S
OM453346,6368,1/1/2017,Homo sapiens,17-China_Henan-241,China: Henan,L,OM452663,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451972,1744,42736,Homo sapiens,China: Henan,S
MN509991,6368,1/1/2017,Homo sapiens,17-China_Henan-242,China,L,OM452598,3378,1/1/2017,Homo sapiens,China: Henan,M,MN510295,1744,42736,Homo sapiens,China,S
OM453349,6368,1/1/2017,Homo sapiens,17-China_Henan-255,China: Henan,L,OM452667,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451976,1744,42736,Homo sapiens,China: Henan,S
OM453275,6368,1/1/2017,Homo sapiens,17-China_Henan-257,China: Henan,L,MN510136,3378,1/1/2017,Homo sapiens,China,M,OM451904,1744,42736,Homo sapiens,China: Henan,S
OM453352,6368,1/1/2017,Homo sapiens,17-China_Henan-261,China: Henan,L,OM452670,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451979,1744,42736,Homo sapiens,China: Henan,S
OM453354,6368,1/1/2017,Homo sapiens,17-China_Henan-264,China: Henan,L,OM452672,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451981,1744,42736,Homo sapiens,China: Henan,S
OM453356,6368,1/1/2017,Homo sapiens,17-China_Henan-269,China: Henan,L,OM452674,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451983,1744,42736,Homo sapiens,China: Henan,S
OM453363,6368,1/1/2017,Homo sapiens,17-China_Henan-281,China: Henan,L,OM452681,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451988,1744,42736,Homo sapiens,China: Henan,S
OM453364,6368,1/1/2017,Homo sapiens,17-China_Henan-285,China: Henan,L,OM452682,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451989,1744,42736,Homo sapiens,China: Henan,S
OM453365,6368,1/1/2017,Homo sapiens,17-China_Henan-286,China: Henan,L,OM452683,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451990,1744,42736,Homo sapiens,China: Henan,S
OM453367,6368,1/1/2017,Homo sapiens,17-China_Henan-289,China: Henan,L,OM452685,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451991,1744,42736,Homo sapiens,China: Henan,S
MN509992,6368,1/1/2017,Homo sapiens,17-China_Henan-290,China,L,MN510137,3378,1/1/2017,Homo sapiens,China,M,MN510296,1744,42736,Homo sapiens,China,S
OM453370,6368,1/1/2017,Homo sapiens,17-China_Henan-293,China: Henan,L,OM452687,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451994,1744,42736,Homo sapiens,China: Henan,S
OM453371,6368,1/1/2017,Homo sapiens,17-China_Henan-299,China: Henan,L,OM452688,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451995,1744,42736,Homo sapiens,China: Henan,S
OM453372,6368,1/1/2017,Homo sapiens,17-China_Henan-304,China: Henan,L,OM452689,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451996,1744,42736,Homo sapiens,China: Henan,S
MN509993,6368,1/1/2017,Homo sapiens,17-China_Henan-317,China,L,OM452599,3378,1/1/2017,Homo sapiens,China: Henan,M,MN510297,1744,42736,Homo sapiens,China,S
OM453276,6368,1/1/2017,Homo sapiens,17-China_Henan-320,China: Henan,L,OM452600,3378,1/1/2017,Homo sapiens,China: Henan,M,MN510298,1744,42736,Homo sapiens,China,S
OM453376,6368,1/1/2017,Homo sapiens,17-China_Henan-321,China: Henan,L,OM452693,3378,1/1/2017,Homo sapiens,China: Henan,M,OM452000,1744,42736,Homo sapiens,China: Henan,S
OM453375,6368,1/1/2017,Homo sapiens,17-China_Henan-322,China: Henan,L,OM452692,3378,1/1/2017,Homo sapiens,China: Henan,M,OM451999,1744,42736,Homo sapiens,China: Henan,S
OM453377,6368,1/1/2017,Homo sapiens,17-China_Henan-325,China: Henan,L,OM452694,3378,1/1/2017,Homo sapiens,China: Henan,M,OM452001,1744,42736,Homo sapiens,China: Henan,S
OM453379,6368,1/1/2017,Homo sapiens,17-China_Henan-33,China: Henan,L,OM452696,3378,1/1/2017,Homo sapiens,China: Henan,M,OM452003,1744,42736,Homo sapiens,China: Henan,S
MN509994,6368,1/1/2017,Homo sapiens,17-China_Henan-337,China,L,MN510138,3378,1/1/2017,Homo sapiens,China,M,MN510299,1744,42736,Homo sapiens,China,S
OM453383,6368,1/1/2017,Homo sapiens,17-China_Henan-343,China: Henan,L,OM452701,3378,1/1/2017,Homo sapiens,China: Henan,M,OM452007,1744,42736,Homo sapiens,China: Henan,S
MN509976,6368,1/1/2017,Homo sapiens,17-China_Henan-35,China,L,MN510139,3378,1/1/2017,Homo sapiens,China,M,MN510280,1744,42736,Homo sapiens,China,S
OM453388,6368,1/1/2017,Homo sapiens,17-China_Henan-354,China: Henan,L,OM452706,3378,1/1/2017,Homo sapiens,China: Henan,M,OM452012,1744,42736,Homo sapiens,China: Henan,S
MN509995,6368,1/1/2017,Homo sapiens,17-China_Henan-356,China,L,MN510140,3378,1/1/2017,Homo sapiens,China,M,MN510300,1744,42736,Homo sapiens,China,S
OM453386,6368,1/1/2017,Homo sapiens,17-China_Henan-36,China: Henan,L,OM452704,3378,1/1/2017,Homo sapiens,China: Henan,M,OM452010,1744,42736,Homo sapiens,China: Henan,S
MN509996,6368,1/1/2017,Homo sapiens,17-China_Henan-365,China,L,MN510141,3378,1/1/2017,Homo sapiens,China,M,MN510301,1744,42736,Homo sapiens,China,S
OM453394,6368,1/1/2017,Homo sapiens,17-China_Henan-367,China: Henan,L,OM452713,3378,1/1/2017,Homo sapiens,China: Henan,M,OM452018,1744,42736,Homo sapiens,China: Henan,S
OM453398,6368,1/1/2017,Homo sapiens,17-China_Henan-42,China: Henan,L,OM452717,3378,1/1/2017,Homo sapiens,China: Henan,M,OM452022,1744,42736,Homo sapiens,China: Henan,S
OM453401,6368,1/1/2017,Homo sapiens,17-China_Henan-47,China: Henan,L,OM452720,3378,1/1/2017,Homo sapiens,China: Henan,M,OM452025,1744,42736,Homo sapiens,China: Henan,S
MN509977,6368,1/1/2017,Homo sapiens,17-China_Henan-51,China,L,MN510142,3378,1/1/2017,Homo sapiens,China,M,MN510281,1744,42736,Homo sapiens,China,S
OM453405,6368,1/1/2017,Homo sapiens,17-China_Henan-54,China: Henan,L,OM452724,3378,1/1/2017,Homo sapiens,China: Henan,M,OM452028,1744,42736,Homo sapiens,China: Henan,S
MN509978,6368,1/1/2017,Homo sapiens,17-China_Henan-64,China,L,MN510143,3378,1/1/2017,Homo sapiens,China,M,MN510282,1744,42736,Homo sapiens,China,S
OM453410,6368,1/1/2017,Homo sapiens,17-China_Henan-67,China: Henan,L,OM452729,3378,1/1/2017,Homo sapiens,China: Henan,M,OM452033,1744,42736,Homo sapiens,China: Henan,S
MN509979,6368,1/1/2017,Homo sapiens,17-China_Henan-72,China,L,MN510144,3378,1/1/2017,Homo sapiens,China,M,OM452036,1744,42736,Homo sapiens,China: Henan,S
OM453277,6368,1/1/2017,Homo sapiens,17-China_Henan-76,China: Henan,L,MN510145,3378,1/1/2017,Homo sapiens,China,M,OM451905,1744,42736,Homo sapiens,China: Henan,S
OM453415,6368,1/1/2017,Homo sapiens,17-China_Henan-79,China: Henan,L,OM452734,3378,1/1/2017,Homo sapiens,China: Henan,M,OM452037,1744,42736,Homo sapiens,China: Henan,S
OM453278,6368,1/1/2017,Homo sapiens,17-China_Henan-84,China: Henan,L,MN510146,3378,1/1/2017,Homo sapiens,China,M,OM451906,1744,42736,Homo sapiens,China: Henan,S
OM453418,6368,1/1/2017,Homo sapiens,17-China_Henan-87,China: Henan,L,OM452738,3378,1/1/2017,Homo sapiens,China: Henan,M,OM452041,1744,42736,Homo sapiens,China: Henan,S
OM453279,6368,1/1/2017,Homo sapiens,17-China_Henan-91,China: Henan,L,OM452601,3378,1/1/2017,Homo sapiens,China: Henan,M,MN510283,1744,42736,Homo sapiens,China,S
MN509980,6368,1/1/2017,Homo sapiens,17-China_Henan-94,China,L,MN510147,3378,1/1/2017,Homo sapiens,China,M,MN510284,1744,42736,Homo sapiens,China,S
MN509981,6368,1/1/2017,Homo sapiens,17-China_Henan-96,China,L,MN510148,3378,1/1/2017,Homo sapiens,China,M,OM451907,1744,42736,Homo sapiens,China: Henan,S
OM453421,6368,1/1/2017,Homo sapiens,17-China_Henan-98,China: Henan,L,OM452742,3378,1/1/2017,Homo sapiens,China: Henan,M,OM452043,1744,42736,Homo sapiens,China: Henan,S
OM453422,6368,1/1/2017,Homo sapiens,17-China_Henan-99,China: Henan,L,OM452743,3378,1/1/2017,Homo sapiens,China: Henan,M,OM452044,1744,42736,Homo sapiens,China: Henan,S
OM453281,6368,1/1/2017,Homo sapiens,17-China_Hubei-102,China: Hubei,L,OM452603,3378,1/1/2017,Homo sapiens,China: Hubei,M,OM451909,1744,42736,Homo sapiens,China: Hubei,S
OM453292,6368,1/1/2017,Homo sapiens,17-China_Hubei-120,China: Hubei,L,OM452612,3378,1/1/2017,Homo sapiens,China: Hubei,M,OM451919,1744,42736,Homo sapiens,China: Hubei,S
MN509985,6368,1/1/2017,Homo sapiens,17-China_Hubei-125,China,L,MN510149,3378,1/1/2017,Homo sapiens,China,M,MN510288,1744,42736,Homo sapiens,China,S
OM453303,6368,1/1/2017,Homo sapiens,17-China_Hubei-144,China: Hubei,L,OM452623,3378,1/1/2017,Homo sapiens,China: Hubei,M,OM451930,1744,42736,Homo sapiens,China: Hubei,S
OM453274,6368,1/1/2017,Homo sapiens,17-China_Hubei-25,China: Hubei,L,MN510150,3378,1/1/2017,Homo sapiens,China,M,MN510279,1744,42736,Homo sapiens,China,S
MN509997,6368,1/1/2017,Homo sapiens,17-China_Hubei-385,China,L,MN510151,3378,1/1/2017,Homo sapiens,China,M,MN510302,1744,42736,Homo sapiens,China,S
OM453282,6368,1/1/2018,Homo sapiens,18-China_Henan-103,China: Henan,L,MN510152,3378,1/1/2018,Homo sapiens,China,M,OM451910,1744,43101,Homo sapiens,China: Henan,S
OM453283,6368,1/1/2018,Homo sapiens,18-China_Henan-105,China: Henan,L,OM452604,3378,1/1/2018,Homo sapiens,China: Henan,M,OM451911,1744,43101,Homo sapiens,China: Henan,S
OM453285,6368,1/1/2018,Homo sapiens,18-China_Henan-109,China: Henan,L,OM452606,3378,1/1/2018,Homo sapiens,China: Henan,M,MN510310,1744,43101,Homo sapiens,China,S
OM453286,6368,1/1/2018,Homo sapiens,18-China_Henan-110,China: Henan,L,OM452607,3378,1/1/2018,Homo sapiens,China: Henan,M,OM451913,1744,43101,Homo sapiens,China: Henan,S
OM453289,6368,1/1/2018,Homo sapiens,18-China_Henan-114,China: Henan,L,OM452610,3378,1/1/2018,Homo sapiens,China: Henan,M,OM451916,1744,43101,Homo sapiens,China: Henan,S
OM453290,6368,1/1/2018,Homo sapiens,18-China_Henan-115,China: Henan,L,OM452611,3378,1/1/2018,Homo sapiens,China: Henan,M,OM451917,1744,43101,Homo sapiens,China: Henan,S
OM453295,6368,1/1/2018,Homo sapiens,18-China_Henan-129,China: Henan,L,OM452615,3378,1/1/2018,Homo sapiens,China: Henan,M,OM451922,1744,43101,Homo sapiens,China: Henan,S
OM453297,6368,1/1/2018,Homo sapiens,18-China_Henan-130,China: Henan,L,OM452617,3378,1/1/2018,Homo sapiens,China: Henan,M,OM451924,1744,43101,Homo sapiens,China: Henan,S
OM453300,6368,1/1/2018,Homo sapiens,18-China_Henan-139,China: Henan,L,OM452620,3378,1/1/2018,Homo sapiens,China: Henan,M,OM451927,1744,43101,Homo sapiens,China: Henan,S
OM453301,6368,1/1/2018,Homo sapiens,18-China_Henan-141,China: Henan,L,OM452621,3378,1/1/2018,Homo sapiens,China: Henan,M,OM451928,1744,43101,Homo sapiens,China: Henan,S
OM453302,6368,1/1/2018,Homo sapiens,18-China_Henan-143,China: Henan,L,OM452622,3378,1/1/2018,Homo sapiens,China: Henan,M,OM451929,1744,43101,Homo sapiens,China: Henan,S
OM453306,6368,1/1/2018,Homo sapiens,18-China_Henan-149,China: Henan,L,OM452626,3378,1/1/2018,Homo sapiens,China: Henan,M,OM451933,1744,43101,Homo sapiens,China: Henan,S
OM453307,6368,1/1/2018,Homo sapiens,18-China_Henan-150,China: Henan,L,OM452627,3378,1/1/2018,Homo sapiens,China: Henan,M,OM451934,1744,43101,Homo sapiens,China: Henan,S
OM453308,6368,1/1/2018,Homo sapiens,18-China_Henan-152,China: Henan,L,OM452628,3378,1/1/2018,Homo sapiens,China: Henan,M,MN510311,1744,43101,Homo sapiens,China,S
OM453309,6368,1/1/2018,Homo sapiens,18-China_Henan-153,China: Henan,L,MN510155,3378,1/1/2018,Homo sapiens,China,M,OM451935,1744,43101,Homo sapiens,China: Henan,S
OM453310,6368,1/1/2018,Homo sapiens,18-China_Henan-154,China: Henan,L,OM452629,3378,1/1/2018,Homo sapiens,China: Henan,M,OM451936,1744,43101,Homo sapiens,China: Henan,S
OM453311,6368,1/1/2018,Homo sapiens,18-China_Henan-155,China: Henan,L,OM452630,3378,1/1/2018,Homo sapiens,China: Henan,M,OM451937,1744,43101,Homo sapiens,China: Henan,S
OM453312,6368,1/1/2018,Homo sapiens,18-China_Henan-158,China: Henan,L,OM452631,3378,1/1/2018,Homo sapiens,China: Henan,M,OM451938,1744,43101,Homo sapiens,China: Henan,S
OM453313,6368,1/1/2018,Homo sapiens,18-China_Henan-159,China: Henan,L,OM452632,3378,1/1/2018,Homo sapiens,China: Henan,M,OM451939,1744,43101,Homo sapiens,China: Henan,S
OM453314,6368,1/1/2018,Homo sapiens,18-China_Henan-160,China: Henan,L,OM452633,3378,1/1/2018,Homo sapiens,China: Henan,M,OM451940,1744,43101,Homo sapiens,China: Henan,S
OM453315,6368,1/1/2018,Homo sapiens,18-China_Henan-161,China: Henan,L,OM452634,3378,1/1/2018,Homo sapiens,China: Henan,M,OM451941,1744,43101,Homo sapiens,China: Henan,S
OM453317,6368,1/1/2018,Homo sapiens,18-China_Henan-164,China: Henan,L,OM452636,3378,1/1/2018,Homo sapiens,China: Henan,M,OM451943,1744,43101,Homo sapiens,China: Henan,S
OM453320,6368,1/1/2018,Homo sapiens,18-China_Henan-169,China: Henan,L,MN510156,3378,1/1/2018,Homo sapiens,China,M,OM451946,1744,43101,Homo sapiens,China: Henan,S
OM453321,6368,1/1/2018,Homo sapiens,18-China_Henan-170,China: Henan,L,OM452639,3378,1/1/2018,Homo sapiens,China: Henan,M,OM451947,1744,43101,Homo sapiens,China: Henan,S
OM453322,6368,1/1/2018,Homo sapiens,18-China_Henan-172,China: Henan,L,MN510157,3378,1/1/2018,Homo sapiens,China,M,OM451948,1744,43101,Homo sapiens,China: Henan,S
OM453324,6368,1/1/2018,Homo sapiens,18-China_Henan-178,China: Henan,L,MN510159,3378,1/1/2018,Homo sapiens,China,M,OM451950,1744,43101,Homo sapiens,China: Henan,S
OM453325,6368,1/1/2018,Homo sapiens,18-China_Henan-180,China: Henan,L,OM452641,3378,1/1/2018,Homo sapiens,China: Henan,M,OM451951,1744,43101,Homo sapiens,China: Henan,S
